period_date,provider_org_code,provider_org_name,elective_ga_ordinary_admissions_ffces,elective_ga_daycase_admissions_ffces,elective_ga_total_admissions_ffces,elective_ga_planned_ordinary_admissions_ffces,elective_ga_planned_daycase_admissions_ffces,elective_ga_planned_total_admissions_ffces,elective_ga_admissions_ffces_nhs_treatment_centres_tcs,total_nonelective_ga_admissions_ffces,gp_referrals_made_all_specialties,gp_referrals_seen_all_specialties,gp_referrals_made_ga,gp_referrals_seen_ga,other_referrals_made_ga,all_1st_outpatient_attendances_ga
2015-12-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,976,3309,4285,241,615,856,0,4412,6351,4718,6134,4535,5345,8905
2016-01-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,1020,4087,5107,0,276,276,0,4333,7131,5670,6821,5405,4026,9171
2016-02-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,990,4136,5126,0,286,286,0,4108,7049,5417,6785,5153,4037,9114
2016-03-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,1006,4695,5701,0,264,264,0,4754,8859,6486,8558,6204,4825,10650
2016-04-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,969,3865,4834,419,610,1029,0,3766,7625,4965,7275,4665,4500,9129
2016-05-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,996,4145,5141,405,604,1009,0,4510,7611,5110,7248,4777,4506,9503
2016-06-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,1027,4339,5366,200,685,885,0,4620,7698,5927,7270,5566,4533,10468
2016-07-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,937,4445,5382,0,555,555,0,4577,7237,5228,6870,4856,4217,8970
2016-08-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,890,4234,5124,0,290,290,0,4338,7504,5819,7033,5415,4251,9903
2016-09-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,972,4312,5284,0,347,347,0,4252,7662,5975,7209,5576,4210,9960
2016-10-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,939,4183,5122,0,272,272,0,4689,8135,6223,7700,5844,4256,10240
2016-11-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,1047,4607,5654,0,287,287,0,4514,8259,6751,7901,6364,4621,10814
2016-12-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,819,3901,4720,0,281,281,0,4590,6632,5562,6416,5272,3832,8742
2012-01-01,NQV,BROMLEY HEALTHCARE,0,15,15,0,0,0,0,0,70,90,70,90,131,208
2012-02-01,NQV,BROMLEY HEALTHCARE,0,12,12,0,0,0,0,0,81,77,81,77,108,176
2012-03-01,NQV,BROMLEY HEALTHCARE,0,11,11,0,0,0,0,0,68,83,68,83,85,154
2012-04-01,NQV,BROMLEY HEALTHCARE,0,15,15,0,0,0,0,0,92,88,92,88,102,162
2012-05-01,NQV,BROMLEY HEALTHCARE,0,17,17,0,0,0,0,0,95,108,95,108,139,199
2012-06-01,NQV,BROMLEY HEALTHCARE,0,9,9,0,0,0,0,0,79,89,79,89,109,177
2012-07-01,NQV,BROMLEY HEALTHCARE,0,9,9,0,0,0,0,0,100,123,100,123,100,235
2012-08-01,NQV,BROMLEY HEALTHCARE,0,17,17,0,0,0,0,0,59,82,59,82,97,182
2012-09-01,NQV,BROMLEY HEALTHCARE,0,7,7,0,0,0,0,0,73,82,73,82,70,163
2012-10-01,NQV,BROMLEY HEALTHCARE,0,12,12,0,0,0,0,0,100,95,100,95,102,222
2012-11-01,NQV,BROMLEY HEALTHCARE,0,14,14,0,0,0,0,0,72,92,72,92,131,186
2012-12-01,NQV,BROMLEY HEALTHCARE,0,7,7,0,0,0,0,0,68,72,68,72,110,148
2013-01-01,NQV,BROMLEY HEALTHCARE,0,18,18,0,0,0,0,0,84,81,84,81,95,171
2013-02-01,NQV,BROMLEY HEALTHCARE,0,13,13,0,0,0,0,0,79,52,79,52,92,127
2013-03-01,NQV,BROMLEY HEALTHCARE,0,12,12,0,0,0,0,0,101,80,100,80,151,164
2013-04-01,NQV,BROMLEY HEALTHCARE,0,13,13,0,0,0,0,0,90,80,90,80,124,180
2013-05-01,NQV,BROMLEY HEALTHCARE,0,13,13,0,0,0,0,0,76,98,76,98,102,182
2013-06-01,NQV,BROMLEY HEALTHCARE,0,11,11,0,0,0,0,0,83,67,83,67,93,140
2013-07-01,NQV,BROMLEY HEALTHCARE,0,14,14,0,0,0,0,0,75,100,75,100,136,204
2013-08-01,NQV,BROMLEY HEALTHCARE,0,14,14,0,0,0,0,0,48,54,48,54,111,148
2013-09-01,NQV,BROMLEY HEALTHCARE,0,14,14,0,0,0,0,0,65,76,65,76,84,175
2013-10-01,NQV,BROMLEY HEALTHCARE,0,17,17,0,0,0,0,0,87,72,87,72,124,173
2013-11-01,NQV,BROMLEY HEALTHCARE,0,11,11,0,0,0,0,0,70,58,70,58,111,140
2013-12-01,NQV,BROMLEY HEALTHCARE,0,9,9,0,0,0,0,0,68,69,68,69,167,160
2014-01-01,NQV,BROMLEY HEALTHCARE,0,10,10,0,0,0,0,0,154,88,154,88,129,171
2014-02-01,NQV,BROMLEY HEALTHCARE,0,14,14,0,0,0,0,0,147,50,147,50,140,104
2014-03-01,NQV,BROMLEY HEALTHCARE,0,13,13,0,0,0,0,0,171,85,171,85,173,168
2014-04-01,NQV,BROMLEY HEALTHCARE,0,14,14,0,0,0,0,0,92,62,92,62,131,153
2014-05-01,NQV,BROMLEY HEALTHCARE,0,20,20,0,0,0,0,0,77,100,77,100,158,186
2014-06-01,NQV,BROMLEY HEALTHCARE,0,11,11,0,0,0,0,0,72,86,72,86,150,235
2014-07-01,NQV,BROMLEY HEALTHCARE,0,18,18,0,0,0,0,0,65,96,65,96,129,154
2014-08-01,NQV,BROMLEY HEALTHCARE,0,11,11,0,0,0,0,0,107,130,107,130,119,268
2014-09-01,NQV,BROMLEY HEALTHCARE,0,14,14,0,0,0,0,0,107,130,107,130,119,268
2014-10-01,NQV,BROMLEY HEALTHCARE,0,13,13,0,0,0,0,0,130,101,130,101,140,227
2014-11-01,NQV,BROMLEY HEALTHCARE,0,9,9,0,0,0,0,0,145,113,145,113,105,193
2014-12-01,NQV,BROMLEY HEALTHCARE,0,11,11,0,0,0,0,0,134,71,134,71,112,160
2015-01-01,NQV,BROMLEY HEALTHCARE,0,9,9,0,0,0,0,0,134,87,134,87,87,175
2015-02-01,NQV,BROMLEY HEALTHCARE,0,9,9,0,0,0,0,0,152,61,152,61,109,129
2015-03-01,NQV,BROMLEY HEALTHCARE,0,23,23,0,0,0,0,0,164,91,164,91,103,157
2015-04-01,NQV,BROMLEY HEALTHCARE,0,19,19,0,0,0,0,0,159,92,159,92,74,186
2015-05-01,NQV,BROMLEY HEALTHCARE,0,13,13,0,0,0,0,0,198,73,198,73,92,157
2015-06-01,NQV,BROMLEY HEALTHCARE,0,12,12,0,0,0,0,0,222,94,222,94,112,243
2015-07-01,NQV,BROMLEY HEALTHCARE,0,19,19,0,0,0,0,0,146,106,146,106,110,205
2015-08-01,NQV,BROMLEY HEALTHCARE,0,15,15,0,0,0,0,0,109,95,109,95,76,176
2015-09-01,NQV,BROMLEY HEALTHCARE,0,10,10,0,0,0,0,0,132,67,132,67,79,144
2015-10-01,NQV,BROMLEY HEALTHCARE,0,16,16,0,0,0,0,0,155,82,155,82,90,176
2015-11-01,NQV,BROMLEY HEALTHCARE,0,14,14,0,0,0,0,0,163,67,163,67,138,190
2015-12-01,NQV,BROMLEY HEALTHCARE,0,18,18,0,0,0,0,0,142,89,142,89,162,171
2016-01-01,NQV,BROMLEY HEALTHCARE,0,9,9,0,0,0,0,0,153,78,153,78,114,159
2016-02-01,NQV,BROMLEY HEALTHCARE,0,11,11,0,0,0,0,0,170,70,170,70,93,125
2016-03-01,NQV,BROMLEY HEALTHCARE,0,17,17,0,0,0,0,0,208,56,208,56,89,106
2016-04-01,NQV,BROMLEY HEALTHCARE,0,16,16,0,0,0,0,0,150,92,150,92,80,156
2016-05-01,NQV,BROMLEY HEALTHCARE,0,12,12,0,0,0,0,0,144,73,144,73,80,121
2016-06-01,NQV,BROMLEY HEALTHCARE,0,18,18,0,0,0,0,0,163,80,163,80,92,141
2016-07-01,NQV,BROMLEY HEALTHCARE,0,14,14,0,0,0,0,0,144,89,144,89,94,155
2016-08-01,NQV,BROMLEY HEALTHCARE,0,20,20,0,0,0,0,0,152,67,152,67,92,120
2016-09-01,NQV,BROMLEY HEALTHCARE,0,20,20,0,0,0,0,0,125,57,125,57,73,123
2016-10-01,NQV,BROMLEY HEALTHCARE,0,15,15,0,0,0,0,0,126,71,126,71,71,144
2016-11-01,NQV,BROMLEY HEALTHCARE,0,13,13,0,0,0,0,0,157,72,157,72,118,162
2016-12-01,NQV,BROMLEY HEALTHCARE,0,17,17,0,0,0,0,0,141,60,141,60,82,121
2012-01-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,536,3511,4047,45,1138,1183,0,2876,7287,6345,6926,6064,1546,9633
2012-02-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,520,3434,3954,51,1086,1137,0,2524,6807,5706,6512,5393,1406,8800
2012-03-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,528,3310,3838,40,1048,1088,0,2841,7255,5750,6903,5437,1328,8950
2012-04-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,571,3145,3716,51,846,897,0,3156,6811,5482,6560,5235,1527,8807
2012-05-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,691,3666,4357,55,1075,1130,0,3112,8505,6484,8133,6170,1909,10538
2012-06-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,522,3147,3669,39,941,980,0,2981,7094,4960,6752,4686,1427,8432
2012-07-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,623,3491,4114,77,980,1057,0,3075,7536,6342,7271,6018,1637,9834
2012-08-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,548,3383,3931,68,1010,1078,0,2875,7275,5684,6962,5375,1382,9162
2012-09-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,510,3183,3693,51,958,1009,0,2997,7065,5742,6749,5458,1453,9177
2012-10-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,553,3626,4179,62,1160,1222,0,3111,7956,7079,7622,6748,1649,10750
2012-11-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,573,3548,4121,64,1109,1173,0,2979,7526,6470,7210,6181,1359,9739
2012-12-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,490,3024,3514,44,953,997,0,3045,5820,5150,5600,4959,1253,7834
2013-01-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,510,3896,4406,50,1130,1180,0,2714,7785,7485,7170,7050,1734,10096
2013-02-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,508,3347,3855,79,1053,1132,0,2465,7063,6854,6296,6169,1398,9006
2013-03-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,561,3759,4320,42,1182,1224,0,2881,7729,7321,6919,6553,1560,9883
2013-04-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,514,3565,4079,31,1128,1159,0,2522,7264,6063,6937,5693,1292,9550
2013-05-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,504,3547,4051,36,1089,1125,0,2847,7545,6828,7156,6520,1568,9521
2013-06-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,509,3132,3641,42,902,944,0,2402,7379,6889,7021,6583,1389,8985
2013-07-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,588,3618,4206,53,1079,1132,0,2668,7898,7274,7437,6946,1599,10276
2013-08-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,501,3369,3870,62,1016,1078,0,2296,7042,6743,6637,6394,1349,8426
2013-09-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,547,3347,3894,50,1008,1058,0,2456,7108,6756,6663,6436,1315,9583
2013-10-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,586,3829,4415,45,1130,1175,0,2561,8126,8195,7698,7804,1622,10714
2013-11-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,598,3568,4166,48,1051,1099,0,2572,7035,7739,6697,7392,1695,9752
2013-12-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,527,3136,3663,35,942,977,0,2791,6812,6510,6455,6170,1552,8885
2014-01-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,488,3741,4229,43,1170,1213,0,3446,8014,8232,7183,7539,1739,10547
2014-02-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,506,3818,4324,50,1106,1156,0,2999,7926,7865,7213,7108,1562,10088
2014-03-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,494,3998,4492,50,1235,1285,0,3606,8859,8137,8109,7453,1790,10911
2014-04-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,501,3592,4093,50,1134,1184,0,3444,7417,6907,6682,6137,1477,9634
2014-05-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,534,3629,4163,41,1093,1134,0,3588,7750,7409,6963,6695,1457,9571
2014-06-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,529,3822,4351,50,1136,1186,0,3218,8236,7409,7501,6674,1636,10039
2014-07-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,556,4098,4654,39,1287,1326,0,3309,8505,8249,7789,7380,1782,11026
2014-08-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,482,3519,4001,63,1168,1231,0,3476,6813,7063,6216,6404,1473,8832
2014-09-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,503,3791,4294,40,1241,1281,0,3492,8016,7320,7178,6654,1693,10403
2014-10-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,566,4063,4629,52,1344,1396,0,3724,8914,8843,8126,8057,1818,11236
2014-11-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,558,3588,4146,54,1054,1108,0,3430,7423,7761,6706,7005,1583,10117
2014-12-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,435,3531,3966,40,1090,1130,0,3621,7300,7390,6561,6650,1549,9704
2015-01-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,460,3727,4187,40,1160,1200,0,3099,8124,6695,7706,6350,1923,10755
2015-02-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,476,3680,4156,45,1191,1236,0,2990,8682,6737,8321,6416,1993,10565
2015-03-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,490,4010,4500,42,1409,1451,0,3119,9058,6988,8696,6691,1877,10780
2015-04-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,475,3545,4020,50,1150,1200,0,3432,8138,7678,7448,7016,1652,10499
2015-05-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,509,3632,4141,50,1140,1190,0,3569,7909,7768,7180,6972,1566,9426
2015-06-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,452,3934,4386,38,1148,1186,0,3531,8796,8441,8005,7661,1878,12285
2015-07-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,541,3914,4455,61,1269,1330,0,3648,8944,8812,7933,7990,2027,11108
2015-08-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,459,3416,3875,48,1049,1097,0,3442,7117,7725,6353,6908,1646,9857
2015-09-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,836,3307,4143,339,836,1175,0,2870,8432,7198,7936,6730,2393,10143
2015-10-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,510,3710,4220,40,885,925,0,3325,8501,6566,8123,6238,1936,10831
2015-11-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,589,3791,4380,48,1023,1071,0,3247,8906,6814,8485,6493,1908,11339
2015-12-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,558,3476,4034,40,1175,1215,0,3198,8406,6450,8026,6136,1772,10377
2016-01-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,451,4147,4598,53,1494,1547,0,2966,8059,7139,7644,6777,2444,11559
2016-02-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,421,3837,4258,43,1363,1406,0,2791,7755,6451,7436,6143,2274,10443
2016-03-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,519,4458,4977,56,1626,1682,0,3323,9454,7935,9076,7599,2612,12801
2016-04-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,423,3792,4215,40,1266,1306,0,2870,8806,6732,8465,6481,2041,10421
2016-05-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,483,3879,4362,55,1369,1424,0,3087,9109,7222,8739,6915,2167,11169
2016-06-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,518,4156,4674,42,1338,1380,0,3012,9302,7085,8943,6755,2439,11366
2016-07-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,503,3819,4322,66,1262,1328,0,3048,8341,6915,8032,6621,2327,11009
2016-08-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,459,3971,4430,49,1519,1568,0,2774,8687,6984,8360,6679,2434,11014
2016-09-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,461,4e3,4461,48,1431,1479,0,2986,8683,7202,8281,6886,2587,11667
2016-10-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,448,3988,4436,47,1503,1550,0,2847,8515,6920,8191,6630,2179,11390
2016-11-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,517,4322,4839,52,1532,1584,0,3014,8882,7531,8482,7231,2711,12279
2016-12-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,396,3714,4110,54,1252,1306,0,3060,7682,6424,7346,6132,2112,10348
2012-01-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,405,2298,2703,28,674,702,0,2005,5312,4157,4925,3950,3419,6353
2012-02-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,365,2201,2566,31,644,675,0,1926,5332,3904,4994,3740,3221,6085
2012-03-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,443,2179,2622,33,641,674,0,2245,5433,4142,5107,3992,3138,6309
2012-04-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,420,2023,2443,27,657,684,0,2012,5244,3861,4881,3639,3450,5901
2012-05-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,506,2369,2875,27,717,744,0,2140,5978,4742,5607,4518,4220,7330
2012-06-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,418,1956,2374,28,600,628,0,2056,5071,3757,4678,3522,3315,5761
2012-07-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,411,2151,2562,28,585,613,0,2110,5388,4079,5009,3899,3663,6345
2012-08-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,396,1996,2392,27,697,724,0,2022,5332,3848,4987,3598,3310,6005
2012-09-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,386,1896,2282,29,610,639,0,1871,5042,3908,4708,3697,3122,6006
2012-10-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,365,2163,2528,26,647,673,0,2e3,5762,4581,5395,4373,3614,6967
2012-11-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,417,2262,2679,22,644,666,0,2043,5477,4403,5122,4190,3381,6703
2012-12-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,344,1855,2199,22,558,580,0,2040,4280,3578,3962,3424,2806,5516
2013-01-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,334,2375,2709,22,729,751,0,2296,5458,4471,4961,4304,3025,6460
2013-02-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,330,2126,2456,27,625,652,0,2148,5299,4127,4913,3930,3494,5826
2013-03-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,355,2237,2592,21,644,665,0,2341,5750,4380,5318,4201,3442,6198
2013-04-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,382,2232,2614,28,645,673,0,2026,5754,4124,5358,3954,3101,5954
2013-05-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,417,2336,2753,19,739,758,0,2112,5677,4186,5299,4026,3212,6198
2013-06-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,407,2296,2703,22,606,628,0,1934,5389,4173,5025,4007,3082,6018
2013-07-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,378,2428,2806,20,698,718,0,2019,5861,4520,5414,4358,3157,6695
2013-08-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,390,2058,2448,33,682,715,0,1905,5039,3681,4622,3536,2795,5450
2013-09-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,392,2120,2512,32,624,656,0,2194,5215,4220,4785,4090,2973,6116
2013-10-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,412,2420,2832,28,705,733,0,2255,6088,4575,5527,4406,3421,6541
2013-11-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,432,2292,2724,28,722,750,0,2175,5207,4240,4754,4046,3094,6057
2013-12-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,337,2159,2496,18,654,672,0,2369,4650,3950,4278,3774,2769,5698
2014-01-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,346,2333,2679,37,682,719,0,2163,5440,4193,4934,3976,2986,5996
2014-02-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,319,2174,2493,25,647,672,0,2085,5638,4198,5216,4025,2790,6018
2014-03-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,305,2413,2718,21,703,724,0,2273,6142,4630,5722,4411,3177,6727
2014-04-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,293,2154,2447,24,646,670,0,2216,5368,3980,4948,3786,3438,5761
2014-05-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,342,2215,2557,18,643,661,0,2225,5351,4029,4964,3861,3229,5902
2014-06-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,360,2186,2546,26,617,643,0,2303,5660,4452,5262,4280,3310,6396
2014-07-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,377,2554,2931,25,722,747,0,2469,5865,4456,5475,4282,3523,6651
2014-08-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,348,2153,2501,20,617,637,0,2140,5001,3486,4615,3329,2912,5262
2014-09-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,364,2444,2808,21,672,693,0,2173,5767,4812,5347,4614,3264,6806
2014-10-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,361,2439,2800,28,705,733,0,2284,6096,4926,5626,4727,3309,6995
2014-11-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,343,2100,2443,28,690,718,0,2251,5569,4600,5147,4451,2953,6533
2014-12-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,327,2291,2618,16,692,708,0,2305,4954,4329,4527,4163,2839,6098
2015-01-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,268,2264,2532,20,774,794,0,2346,5296,4182,4865,3999,2976,6155
2015-02-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,316,2173,2489,20,746,766,0,2236,5261,3981,4840,3827,2990,6009
2015-03-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,247,2289,2536,28,762,790,0,2416,5281,3827,5257,3470,2884,5463
2015-04-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,311,2290,2601,27,718,745,0,2124,5605,4293,5154,4141,3117,6330
2015-05-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,300,2143,2443,24,671,695,0,2124,5597,4185,5173,4032,2844,6072
2015-06-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,314,2444,2758,23,808,831,0,1859,5853,4924,5384,4731,3177,7110
2015-07-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,340,2492,2832,27,874,901,0,2243,5875,4671,5453,4496,3325,6846
2015-08-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,310,2131,2441,23,714,737,0,2036,5296,3678,4832,3520,2891,5490
2015-09-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,269,2383,2652,17,832,849,0,2172,5485,4298,5086,4157,3137,6375
2015-10-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,329,2317,2646,26,822,848,0,2361,5799,4329,5336,4134,3255,6203
2015-11-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,328,2273,2601,23,819,842,0,2370,5501,4847,5085,4646,3196,6719
2015-12-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,292,2250,2542,17,765,782,0,2356,4757,4322,4327,4137,3006,6107
2016-01-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,269,2659,2928,21,928,949,0,2575,4544,4489,4303,4201,2158,6314
2016-02-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,331,2488,2819,26,844,870,0,2416,4843,4128,4607,3837,2237,5846
2016-03-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,391,2847,3238,43,844,887,0,2692,5963,4930,5730,4620,2836,6969
2016-04-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,300,2333,2633,22,759,781,0,2215,5844,4258,5386,3870,2857,5905
2016-05-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,295,2111,2406,34,722,756,0,2348,5199,4502,4735,4054,2741,6403
2016-06-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,301,2355,2656,21,835,856,0,2212,5147,4910,4756,4512,2761,6896
2016-07-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,280,2210,2490,21,772,793,0,2144,5044,4418,4784,4030,2524,6176
2016-08-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,271,2184,2455,29,780,809,0,2265,4539,4472,4344,4095,2364,6253
2016-09-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,317,2477,2794,23,797,820,0,2311,4844,5092,4649,4740,2571,7056
2016-10-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,355,2433,2788,23,761,784,0,2515,4622,4605,4426,4307,2345,6476
2016-11-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,369,2787,3156,18,844,862,0,2602,5016,5332,4791,4923,2516,7285
2016-12-01,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,300,2206,2506,23,757,780,0,2479,4074,4181,3827,3860,2066,5672
2012-01-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,698,3786,4484,103,1504,1607,0,3950,7535,6017,7475,6004,1855,10590
